id_activity;title;authors;source;publication_date;pmid;impact_factor;clinic;pdc;colab_inter;colab_intra_crti;id_choice
284;Multi specific Antibody DevelopmentPlatform Based on Human Heavy Chain Antibodies;Clarke SC, Ma B, Trinklein ND, Schellenberger U, Osborn MJ, Ouisse LH,Boudreau A, Davison LM, Harris KE, Ugamraj HS, Balasubramani A, Dang KH,Jorgensen B, Ogana HAN, Pham DT, Pratap PP, Sankaran P, Anegon I, van SchootenWC, Brüggemann M, Buelow R, Force Aldred S;Front Immunol;01/01/19;30666250;4.716;false;false;true;false;1
285;"Dendritic
Cell Activating Receptor 1 (DCAR1) Associates With Fc?RI? and Is Expressed by
Myeloid Cell Subsets in the Rat";Daws MR, Nakken B, Lobato-Pascual A, Josien R, Dissen E, Fossum S;Front Immunol;01/01/19;31134097;4.716;false;false;true;false;1
286;"Immunophenotype of a Rat Model of Duchenne's
Disease and Demonstration of Improved Muscle Strength After Anti-CD45RC Antibody 
Treatment";"Ouisse LH, Remy S, Lafoux A, Larcher T, Tesson L, Chenouard V, Guillonneau C, 
Brusselle L, Vimond N, Rouger K, Péréon Y, Chenouard A, Gras-Le Guen C, Braudeau 
C, Josien R, Huchet C, Anegon I";Front Immunol;01/01/19;31552055;4.716;false;true;false;true;1
287;"Impact of APOL1
Genetic Variants on HIV-1 Infection and Disease Progression";An P, Kirk GD, Limou S, Binns-Roemer E, Kopp JB, Winkler CA;Front Immunol;01/01/19;30733721;4.716;false;false;true;false;1
288;C-Type Lectin-Like Receptors: Head or Tail in Cell Death Immunity.;Drouin M, Saenz J, Chiffoleau E.;Front Immunol;01/01/20;32133013;4.716;false;true;false;false;2
289;Characterization of Rat ILCs Reveals ILC2 as the Dominant Intestinal Subset.;"Abidi A, Laurent T, Bériou G, Bouchet-Delbos L, Fourgeux C, Louvet C,
Triki-Marrakchi R, Poschmann J, Josien R, Martin J.";Front Immunol;01/01/20;32140157;4.716;false;true;false;false;1
290;Alternative Splice Transcripts for MHC Class I-like MICA Encode NovelNKG2D Ligands with Agonist or Antagonist Functions;Gavlovsky PJ, Tonnerre P, Gérard N, Nedellec S, Daman AW, McFarland BJ,Charreau B;J Immunol;01/01/16;27342847;4.718;false;true;false;false;1
291;First-in-Human Study in Healthy Subjects with FR104, a Pegylated Monoclonal Antibody Fragment Antagonist of CD28;Poirier N, Blancho G, Hiance M, Mary C, Van Assche T, Lempoels J, Ramael S,Wang W, Thepenier V, Braudeau C, Salabert N, Josien R, Anderson I, Gourley I,Soulillou JP, Coquoz D, Vanhove B;J Immunol;01/01/16;27849166;4.718;false;true;true;true;1
292;Regulatory B Cells with a Partial Defect inCD40 Signaling and Overexpressing Granzyme B Transfer Allograft Tolerance inRodents;Durand J, Huchet V, Merieau E, Usal C, Chesneau M, Remy S, Heslan M, Anegon I,Cuturi MC, Brouard S, Chiffoleau E;J Immunol;01/01/15;26432892;4.718;false;true;false;true;1
293;Selective blockade of CD28-mediated T cell costimulation protects rhesus monkeys against acute fatal experimentalautoimmune encephalomyelitis;Haanstra KG, Dijkman K, Bashir N, Bauer J, Mary C, Poirier N, Baker P,Crossan CL, Scobie L, 't Hart BA, Vanhove B;J Immunol;01/01/15;25589073;4.718;false;true;true;false;1
294;Compensatory Regulatory Networks between CD8 T, B, and Myeloid Cells in OrganTransplantation Tolerance;Bézie S, Picarda E, Ossart J, Martinet B, Anegon I, Guillonneau C;J Immunol;01/01/15;26553075;4.718;false;true;false;false;1
295;Selective CD28 Antagonist Blunts Memory Immune Responses and Promotes Long-TermControl of Skin Inflammation in Nonhuman Primates;Poirier N, Chevalier M, Mary C, Hervouet J, Minault D, Baker P, Ville S, LeBas-Bernardet S, Dilek N, Belarif L, Cassagnau E, Scobie L, Blancho G, Vanhove B;J Immunol;01/01/16;26597009;4.718;false;true;true;false;1
296;Functional Langerinhigh-Expressing Langerhans-like Cells Can Arise from CD14highCD16- Human Blood Monocytes in Serum-Free Condition;Picarda G, Chéneau C, Humbert JM, Bériou G, Pilet P, Martin J, Duteille F,Perrot P, Bellier-Waast F, Heslan M, Haspot F, Guillon F, Josien R, Halary FA;J Immunol;01/01/16;27016604;4.718;false;true;false;true;1
297;Limited presence of IL-22 binding protein, a natural IL-22 inhibitor, strengthens psoriatic skin inflammation.;Martin JC, Wolk K, Beriou G, Abidi A, Witte-Händel E, Louvet C, Kokolakis G, Drujont L, Dumoutier L, Renauld JC, Sabat, R, Josien R.;J Immunol;01/01/17;28356382;4.718;false;true;false;false;1
298;Heme Oxygenase-1 Modulates Human Respiratory SyncytialVirus Replication and Lung Pathogenesis during Infection;Espinoza JA, León MA, Céspedes PF, Gómez RS, Canedo-Marroquín G, Riquelme SA, Salazar-Echegarai FJ, Blancou P, Simon T, Anegon I, Lay MK, González PA, RiedelCA, Bueno SM, Kalergis AM;J Immunol;01/01/17;28566367;4.718;false;true;true;true;1
299;"Breakdown of Immune Tolerance in AIRE-Deficient Rats Induces a
Severe Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy-like
Autoimmune Disease";"Ossart J, Moreau A, Autrusseau E, Ménoret S, Martin JC, Besnard M, Ouisse LH, 
Tesson L, Flippe L, Kisand K, Peterson P, Hubert FX, Anegon I, Josien R,
Guillonneau C";J Immunol;01/01/18;29959280;4.718;false;true;false;true;1
300;Targeting the interleukin-7 receptor alpha by an anti-CD127 monoclonal antibody improves allergic airway inflammation in mice.;"Le Mai H, Van Ha Nguyen T, Bouchaud G, Henrio K, Cheminant MA, Magnan A,
Brouard S. ";Clin Exp Allergy;01/01/20;32418317;4.741;false;true;false;false;1
301;Aberrant T cell immunity triggered by human Respiratory Syncytial Virus and human Metapneumovirus infection;González AE, Lay MK, Jara EL, Espinoza JA, Gómez RS, Soto J, Rivera CA, AbarcaK, Bueno SM, Riedel CA, Kalergis AM;Virulence;01/01/17;27911218;4.775;false;true;true;false;1
302;Notch signaling mediates crosstalk between endothelialcells and macrophages via Dll4 and IL6 in cardiac microvascular inflammation;Pabois A, Pagie S, Gérard N, Laboisse C, Pattier S, Hulin P, Nedellec S,Toquet C, Charreau B;Biochem Pharmacol;01/01/16;26826491;4.825;false;true;false;false;1
303;Highly efficient in vitro and invivo delivery of functional RNAs using new versatile MS2-chimeric retrovirus-likeparticles;Prel A, Caval V, Gayon R, Ravassard P, Duthoit C, Payen E, Maouche-ChretienL, Creneguy A, Nguyen TH, Martin N, Piver E, Sevrain R, Lamouroux L, Leboulch P, Deschaseaux F, Bouillé P, Sensébé L, Pagès JC;MOL THER-METH CLIN D;01/01/15;26528487;4.875;false;false;false;false;1
304;Role of myeloid regulatorycells (MRCs) in maintaining tissue homeostasis and promoting tolerance inautoimmunity, inflammatory disease and transplantation;Amodio G, Cichy J, Conde P, Matteoli G, Moreau A, Ochando J, Oral BH, PekarovaM, Ryan EJ, Roth J, Sohrabi Y, Cuturi MC, Gregori S;CANCER IMMUNOL IMMUN;01/01/19;30357490;4.9;false;false;true;false;2
305;MICA Mutant A5 1 Influences BK Polyomavirus Reactivation and Associated Nephropathy After KidneyTransplantation;Tonnerre P, Gérard N, Gavlovsky PJ, Mazalrey S, Hourmant M, Cheneau ML,Cesbron-Gautier A, Renaudin K, Bressollette-Bodin C, Charreau B;J Infect Dis;01/01/16;27130430;5.045;false;true;false;true;1
306;Host-range shift between emerging P[8]-4 rotavirus and common P[8] and P[4] strains.;"Khachou A, Le Moullac-Vaidye B, Peltier C, Breiman A, Imbert-Marcille BM,
Ruvoen-Clouet N, Aouni M, Mastouri M, Chouchane S, Le Pendu J";J Infect Dis;01/01/20;32188998;5.045;false;false;true;false;1
307;Fine-mapping theinteraction between DC-SIGN and the cytomegalovirus envelope glycoprotein B;Chéneau C, Coulon F, Porkolab V, Fieschi F, Laurant S, Razanajaona-Doll D, PinJJ, Borst EM, Messerle M, Bressollette-Bodin C, Halary F;J Infect Dis;01/01/18;29648611;5.045;false;true;false;false;1
308;Molecular Mechanisms of Stem Cell Pluripotencyand Cell Fate Specification;Findlay GM, David L, Beyer TA;J Mol Biol;01/01/17;28302388;5.067;false;false;true;false;3
309;Bronchiectasis is highly prevalent in anti-MPO ANCA-associated vasculitis and is associated with a distinct diseasepresentation;Néel A, Espitia-Thibault A, Arrigoni PP, Volteau C, Rimbert M, Masseau A,Agard C, Fakhouri F, Liberge R, Hamidou M;SEMIN ARTHRITIS RHEU;01/01/17;29336783;5.072;true;true;false;true;1
310;Notch signaling triggered via the ligand DLL4impedes M2 macrophage differentiation and promotes their apoptosis;Pagie S, Gérard N, Charreau B;Cell Commun Signal;01/01/18;29321062;5.111;false;true;false;false;1
311;Immune Cells and Molecular Networks in Experimentally InducedPulpitis;Renard E, Gaudin A, Bienvenu G, Amiaud J, Farges JC, Cuturi MC, Moreau A,Alliot-Licht B;J Dent Res;01/01/16;26472753;5.125;false;true;false;false;1
312;"Ceruloplasmin deficiency
does not induce macrophagic iron overload: lessons from a new rat model of
hereditary aceruloplasminemia";"Kenawi M, Rouger E, Island ML, Leroyer P, Robin F, Rémy S, Tesson L, Anegon I,
Nay K, Derbré F, Brissot P, Ropert M, Cavey T, Loréal O";FASEB J;01/01/19;31560858;5.391;false;false;false;false;1
313;xternal validation of a time-lapse prediction model;Freour T, Le Fleuter N, Lammers J, Splingart C, Reignier A, Barrière P;Fertil Steril;01/01/15;25624197;5.411;false;true;false;false;1
314;"Role of JAK inhibitors and
immune cells in transplantation";Sailliet N, Brosseau C, Robert JM, Brouard S;CYTOKINE GROWTH F R;01/01/19;31133508;5.458;false;true;false;false;2
315;Opposing roles of IL-10 in acutebacterial infection;Peñaloza HF, Schultz BM, Nieto PA, Salazar GA, Suazo I, Gonzalez PA, RiedelCA, Alvarez-Lobos MM, Kalergis AM, Bueno SM;CYTOKINE GROWTH F R;01/01/16;27522641;5.458;false;false;true;false;1
316;HumanInduced Pluripotent Stem Cell-Derived Astrocytes Are Differentially Activated by Multiple Sclerosis-Associated Cytokines;Perriot S, Mathias A, Perriard G, Canales M, Jonkmans N, Merienne N, MeunierC, El Kassar L, Perrier AL, Laplaud DA, Schluep M, Déglon N, Du Pasquier R;STEM CELL REP;01/01/18;30409508;5.499;false;false;true;false;1
317;Development of automated annotation software for human embryo morphokinetics.;"Feyeux M, Reignier A, Mocaer M, Lammers J, Meistermann D, Barrière P,
Paul-Gilloteaux P, David L, Fréour T";Hum Reprod;01/01/20;32163566;5.506;false;true;false;false;1
318;Female obesity does not impact live birth rate after frozen-thawed blastocyst transfer.;Prost E, Reignier A, Leperlier F, Caillet P, Barrière P, Fréour T, Lefebvre T;Hum Reprod;01/01/20;32170315;5.506;false;false;false;false;1
319;Time-lapse in the IVF lab: howshould we assess potential benefit?;Basile N, Barriere P, Meseguer M, Freour T;Hum Reprod;01/01/15;25750207;5.506;false;true;true;false;3
320;Peripheralphenotype and gene expression profiles of combined liver-kidney transplantpatients;Dumontet E, Danger R, Vagefi PA, Londoño MC, Pallier A, Lozano JJ, Giral M,Degauque N, Soulillou JP, Martínez-Llordella M, Lee H, Latournerie M, Boudjema K,Dulong J, Tarte K, Sanchez-Fueyo A, Feng S, Brouard S, Conchon S;Liver Int;01/01/16;26193627;5.542;false;true;true;false;1
321;Liver regeneration following repeatedreversible portal vein embolization in an experimental model;Tranchart H, Koffi GM, Gaillard M, Lainas P, Poüs C, Gonin P, Nguyen TH,Dubart-Kupperschmitt A, Dagher I;BRIT J SURG;01/01/16;27256140;5.586;false;false;false;false;1
322;Chitinase 3-like proteins asdiagnostic and prognostic biomarkers of multiple sclerosis;Hinsinger G, Galéotti N, Nabholz N, Urbach S, Rigau V, Demattei C, Lehmann S,Camu W, Labauge P, Castelnovo G, Brassat D, Loussouarn D, Salou M, Laplaud D,Casez O, Bockaert J, Marin P, Thouvenot E;MULT SCLER J;01/01/15;25698171;5.649;false;false;false;false;1
323;Observatoire Français de la Sclérose en Plaques (OFSEP): A unique multimodalnationwide MS registry in France;Vukusic S, Casey R, Rollot F, Brochet B, Pelletier J, Laplaud DA, De Sèze J,Cotton F, Moreau T, Stankoff B, Fontaine B, Guillemin F, Debouverie M, Clanet M;MULT SCLER J;01/01/18;30541380;5.649;true;false;false;false;3
324;MD1003 (high-dose biotin)for the treatment of progressive multiple sclerosis: A randomised, double-blind, placebo-controlled study;"Tourbah A, Lebrun-Frenay C, Edan G, Clanet M, Papeix C, Vukusic S, De Sèze J, Debouverie M, Gout O, Clavelou P, Defer G, Laplaud DA, Moreau T, Labauge P,Brochet B, Sedel F, Pelletier J; MS-SPI study group";MULT SCLER J;01/01/16;27589059;5.649;true;false;false;false;1
325;"Effect of assisted reproductive technology on multiple sclerosis
relapses: Case series and meta-analysis";"Bove R, Rankin K, Lin C, Zhao C, Correale J, Hellwig K, Michel L, Laplaud DA, 
Chitnis T";MULT SCLER J;01/01/19;31368394;5.649;true;false;true;false;1
326;"High-dose biotin in progressive multiple
sclerosis: A prospective study of 178 patients in routine clinical practice";"Couloume L, Barbin L, Leray E, Wiertlewski S, Le Page E, Kerbrat A, Ory S, Le 
Port D, Edan G, Laplaud DA, Michel L";MULT SCLER J;01/01/19;31845825;5.649;true;true;false;false;1
327;"Neuraxial analgesia is not
associated with an increased risk of post-partum relapses in MS";"Lavie C, Rollot F, Durand-Dubief F, Marignier R, Ionescu I, Casey R, Moreau T,
Tourniaire P, Hutchinson M, D'Hooghe MB, Laplaud DA, Clavelou P, De Sèze J,
Debouverie M, Brassat D, Pelletier J, Lebrun-Frenay C, Le Page E, Castelnovo G,
Berger E, Hautecoeur P, Heinzlef O, Durelli L, Clerico M, Trojano M, Patti F,
Vukusic S; PRIMS and POPARTMUS investigators";MULT SCLER J;01/01/19;" 
31081475";5.649;true;false;true;false;1
328;Harnessing electronic medical records to advanceresearch on multiple sclerosis;Damotte V, Lizée A, Tremblay M, Agrawal A, Khankhanian P, Santaniello A, GomezR, Lincoln R, Tang W, Chen T, Lee N, Villoslada P, Hollenbach JA, Bevan CD,Graves J, Bove R, Goodin DS, Green AJ, Baranzini SE, Cree BA, Henry RG, HauserSL, Gelfand JM, Gourraud PA;MULT SCLER J;01/01/19;29310490;5.649;true;true;true;false;1
329;Harnessing electronic medical records to advance research on multiple sclerosis;Damotte V, Lizee A, Tremblay M, Agrawal A, Khankhanian P, Santaniello A, Gomez R, Lincoln R, Tang W, Chen T, Lee N, Villoslada P, Hollenbach JA, Bevan CD, Graves J, Bove R, Goodin DS, Green AJ, Baranzini SE, Cree BA, Henry RG, Hauser SL, Gelfand JM, Gourraud P-A.;MULT SCLER J;01/01/19;29310490;5.649;false;true;true;false;1
330;"The Rare
IL22RA2 Signal Peptide Coding Variant rs28385692 Decreases Secretion of IL-22BP
Isoform-1, -2 and -3 and Is Associated with Risk for Multiple Sclerosis";"Gómez-Fernández P, Lopez de Lapuente Portilla A, Astobiza I, Mena J, Urtasun
A, Altmann V, Matesanz F, Otaegui D, Urcelay E, Antigüedad A, Malhotra S,
Montalban X, Castillo-Triviño T, Espino-Paisán L, Aktas O, Buttmann M, Chan A,
Fontaine B, Gourraud PA, Hecker M, Hoffjan S, Kubisch C, Kümpfel T, Luessi F,
Zettl UK, Zipp F, Alloza I, Comabella M, Lill CM, Vandenbroeck K";Cells;01/01/20;31936765;5.656;false;false;true;false;1
331;"NOTO Transcription Factor
Directs Human Induced Pluripotent Stem Cell-Derived Mesendoderm Progenitors to a 
Notochordal Fate. Cells.";"Colombier P, Halgand B, Chédeville C, Chariau C, François-Campion V, Kilens S,
Vedrenne N, Clouet J, David L, Guicheux J, Camus A.";Cells;01/01/20;32102328;5.656;false;false;false;false;1
332;New insights on the viraland host factors contributing to the airway pathogenesis caused by therespiratory syncytial virus;Lay MK, Bueno SM, Gálvez N, Riedel CA, Kalergis AM;Crit Rev Microbiol;01/01/16;26119025;5.697;false;true;true;false;1
333;Transcriptanalysis of laser capture microdissected white matter astrocytes and higherphenol sulfotransferase 1A1 expression during autoimmune neuroinflammation;Guillot F, Garcia A, Salou M, Brouard S, Laplaud DA, Nicot AB;J NEUROINFLAMM;01/01/15;26141738;5.7;false;true;false;false;1
334;"Genome Editing and DialogicResponsibility: ""What's in a Name?""";Blasimme A, Anegon I, Concordet JP, De Vos J, Dubart-Kupperschmitt A, FellousM, Fouchet P, Frydman N, Giovannangeli C, Jouannet P, Serre JL, Steffann J,Rial-Sebbag E, Thomsen M, Cambon-Thomsen A;AM J BIOETHICS;01/01/15;26632366;5.786;false;false;false;false;3
335;Targeting the CD80/CD86 costimulatory pathway with CTLA4-Ig directsmicroglia toward a repair phenotype and promotes axonal outgrowth;Louveau A, Nerrière-Daguin V, Vanhove B, Naveilhan P, Neunlist M, Nicot A,Boudin H;Glia;01/01/15;26212105;5.829;false;false;false;true;1
336;Monoclonal IgG in MGUS and multiple myeloma target infectious pathogens;Adrien Bosseboeuf, Delphine Feron, Anne Tallet, Cédric Rossi, Cathy Charlier, Laurent Garderet, Denis Caillot, Philippe Moreau, Marina Cardó-Vila, Renata Pasqualini,Wadih Arap, Alfreda Destea, Nelson, Bridget S. Wilson, Hélène Perreault, EricPiver, Pierre Weigel, François Girodon, Jean Harb, Edith Bigot-Corbel and Sylvie Hermouet;JCI Insight;01/01/17;28978808;6.014;false;false;true;false;1
337;Transient antibody targeting of CD45RC induces transplant tolerance and potentantigen-specific regulatory T cells;Picarda E, Bézie S, Boucault L, Autrusseau E, Kilens S, Meistermann D,Martinet B, Daguin V, Donnart A, Charpentier E, David L, Anegon I, Guillonneau C;JCI Insight;01/01/17;28194440;6.014;false;true;false;false;1
338;Selective blockade of CD28 on human T cells facilitates regulation of alloimmune responses;Zaitsu M, Issa F, Hester J, Vanhove B, Wood KJ;JCI Insight;01/01/17;28978798;6.014;false;false;true;false;1
339;"Intra-patient viral evolution in
polyomavirus-related diseases";McIlroy D, Halary F, Bressollette-Bodin C;PHILOS T R SOC B;01/01/19;30955497;6.139;false;true;false;false;2
340;"No Increase in Colon Cancer Risk
Following Induction with Neu5Gc-Bearing Rabbit Anti-T Cell IgG (ATG) in
Recipients of Kidney Transplants";Soulillou JP, Süsal C, Döhler B, Opelz G;Cancers (Basel);01/01/18;30213027;6.162;false;true;true;false;1
341;Characteristics of MGUS and Multiple Myeloma According to the Target of Monoclonal Immunoglobulins, Glucosylsphingosine, or Epstein-Barr Virus EBNA-1.;"Bosseboeuf A, Mennesson N, Allain-Maillet S, Tallet A, Piver E, Decaux O,
Moreau C, Moreau P, Lehours P, Mégraud F, Salle V, Bigot-Corbel E, Harb J,
Hermouet S. ";Cancers;01/01/20;32429322;6.162;false;false;false;false;1
342;Pathogenic Variants in Complement Genesand Risk of Atypical Hemolytic Uremic Syndrome Relapse after EculizumabDiscontinuation;Fakhouri F, Fila M, Provôt F, Delmas Y, Barbet C, Châtelet V, Rafat C,Cailliez M, Hogan J, Servais A, Karras A, Makdassi R, Louillet F, Coindre JP,Rondeau E, Loirat C, Frémeaux-Bacchi V;CLIN J AM SOC NEPHRO;01/01/17;27799617;6.243;true;true;false;false;1
343;Lessons from CKD-Related Genetic AssociationStudies-Moving Forward;Limou S, Vince N, Parsa A;CLIN J AM SOC NEPHRO;01/01/18;29242368;6.243;false;true;true;false;2
344;"Etiology and
Outcomes of Thrombotic Microangiopathies";"Bayer G, von Tokarski F, Thoreau B, Bauvois A, Barbet C, Cloarec S, Mérieau E,
Lachot S, Garot D, Bernard L, Gyan E, Perrotin F, Pouplard C, Maillot F, Gatault 
P, Sautenet B, Rusch E, Buchler M, Vigneau C, Fakhouri F, Halimi JM";CLIN J AM SOC NEPHRO;01/01/19;30862697;6.243;true;false;false;false;1
345;APOL1 Nephropathy Risk Alleles and Risk of Sepsis in Blacks;Chaudhary NS, Moore JX, Zakai NA, Judd SE, Naik RP, Limou S, Cushman M, Lange LA, Wang HE, Winkler CA, Irvin MR, Kopp JB, Gutiérrez OM;CLIN J AM SOC NEPHRO;01/01/19;31704668;6.243;false;false;true;false;1
346;HCMV triggers frequent and persistent UL40-specific unconventional HLA-E-restricted CD8 T-cell responses with potential autologous and allogeneic peptide recognition;Jouand N, Bressollette-Bodin C, Gérard N, Giral M, Guérif P, Rodallec A, Oger R, Parrot T, Allard M, Cesbron-Gautier A, Gervois N, Charreau B;PLoS Pathog;01/01/18;29709038;6.463;false;true;false;true;1
347;Horizontal mixture model for competing risks: a method used inwaitlisted renal transplant candidates;Trébern-Launay K, Kessler M, Bayat-Makoei S, Quérard AH, Briançon S, Giral M, Foucher Y;Eur J Epidemiol;01/01/17;29086099;6.529;false;true;false;false;1
348;A joint modelfor longitudinal and time-to-event data to better assess the specific role ofdonor and recipient factors on long-term kidney transplantation outcomes;Fournier MC, Foucher Y, Blanche P, Buron F, Giral M, Dantan E;Eur J Epidemiol;01/01/16;26832337;6.529;false;true;false;false;1
349;Eculizumab for treatment of rapidlyprogressive C3 glomerulopathy;Le Quintrec M, Lionet A, Kandel C, Bourdon F, Gnemmi V, Colombat M, GoujonJM, Frémeaux-Bacchi V, Fakhouri F;Am J Kidney Dis;01/01/15;25530108;6.653;true;true;false;false;1
350;Terminal Complement Inhibitor Eculizumab in Adult Patients With Atypical Hemolytic Uremic Syndrome: A Single-Arm, Open-Label Trial;Fakhouri F, Hourmant M, Campistol JM, Cataland SR, Espinosa M, Gaber AO, MenneJ, Minetti EE, Provôt F, Rondeau E, Ruggenenti P, Weekers LE, Ogawa M, Bedrosian CL, Legendre CM;Am J Kidney Dis;01/01/16;27012908;6.653;true;true;true;false;1
351;APOL1-Associated Nephropathy: A KeyContributor to Racial Disparities in CKD;Freedman BI, Limou S, Ma L, Kopp JB;Am J Kidney Dis;01/01/18;30343724;6.653;true;false;true;false;2
352;APOL1 Nephropathy Risk Alleles and Mortality in African American Adults: A Cohort Study;Gutiérrez OM, Irvin MR, Zakai NA, Naik RP, Chaudhary NS, Estrella MM, Limou S, Judd SE, Cushman M, Kopp JB, Winkler CA. ;Am J Kidney Dis;01/01/20;31563468;6.653;false;false;true;false;1
353;Anti-müllerian hormone levels and evolutionin women of reproductive age with breast cancer treated with chemotherapy;Freour T, Barrière P, Masson D;Eur J Cancer;01/01/17;28135602;6.68;true;true;false;false;2
354;Prospective evaluationof serum anti-Müllerian hormone dynamics in 250 women of reproductive age treatedwith chemotherapy for breast cancer;Dezellus A, Barriere P, Campone M, Lemanski C, Vanlemmens L, Mignot L,Delozier T, Levy C, Bendavid C, Debled M, Bachelot T, Jouannaud C, Loustalot C,Mouret-Reynier MA, Gallais-Umbert A, Masson D, Freour T;Eur J Cancer;01/01/17;28463758;6.68;true;true;true;false;1
355;"C3 glomerulonephritis 
in a patient treated with anti-PD-1 antibody";Ville S, Kandel-Aznar C, Frémeaux-Bacchi V, Fakhouri F;Eur J Cancer;01/01/19;31838404;6.68;true;true;false;false;1
356;Foodallergen-sensitized CCR9(+) lymphocytes enhance airways allergic inflammation in mice;Castan L, Cheminant MA, Colas L, Brouard S, Magnan A, Bouchaud G;Allergy;01/01/18;29315632;6.771;false;false;false;false;1
357;A regulatory CD9(+) B-cell subset inhibits HDM-inducedallergic airway inflammation;Braza F, Chesne J, Durand M, Dirou S, Brosseau C, Mahay G, Cheminant MA,Magnan A, Brouard S;Allergy;01/01/15;26194936;6.771;false;true;false;false;1
358;"An early increase in endothelial protein C receptor is
associated with excess mortality in pneumococcal pneumonia with septic shock in
the ICU";"Chapelet A, Foucher Y, Gérard N, Rousseau C, Zambon O, Bretonnière C, Mira JP,
Charreau B, Guitton C";Crit Care;01/01/18;30290852;6.959;false;true;false;false;1
359;Immunoregulatory properties of the cytokine IL-34;Guillonneau C, Bézie S, Anegon I;Cell Mol Life Sci;01/01/17;28258292;7.014;false;true;false;false;2
360;Aselective CD28 antagonist and rapamycin synergise to protect against spontaneous autoimmune diabetes in NOD mice;Besançon A, Goncalves T, Valette F, Mary C, Vanhove B, Chatenoud L, You S;Diabetologia;01/01/18;29845333;7.113;false;false;false;false;1
361;Propensityscore-based comparison of the graft failure risk between kidney transplantrecipients of standard and expanded criteria donor grafts: towards increasing thepool of marginal donors;Querard AH, Le Borgne F, Dion A, Giral M, Mourad G, Garrigue V, Rostaing L,Kamar N, Loupy A, Legendre C, Morelon E, Buron F, Foucher Y, Dantan E;Am J Transplant;01/01/18;29316230;7.163;false;true;false;false;1
362;Remission of type 1 diabetes mellitusrecurrence 6 years after simultaneous pancreas and kidney transplantation;Kervella D, Scharbarg E, Mahot-Moreau P, Renaudin K, Branchereau J, Karam G,Chaillous L, Bach K, Cantarovich D;Am J Transplant;01/01/18;29745003;7.163;true;true;true;true;1
363;"Neutrophils cause a ""NET"" increase in skin allograft
allogenicity";Brouard S, Mooney N;Am J Transplant;01/01/19;31846552;7.163;false;true;false;false;3
364;"SIRP?/CD47
axis controls the maintenance of transplant tolerance sustained by Myeloid
Derived-Suppressor Cells";"Pengam S, Durand J, Usal C, Gauttier V, Dilek N, Martinet B, Daguin V, Mary C,
Thepenier V, Teppaz G, Renaudin K, Blancho G, Vanhove B, Poirier N";Am J Transplant;01/01/19;31207067;7.163;false;true;false;true;1
365;"Blood 
CD9(+) B Cell, a biomarker of bronchiolitis obliterans syndrome after lung
transplantation";"Brosseau C, Danger R, Durand M, Durand E, Foureau A, Lacoste P, Tissot A, Roux
A, Reynaud-Gaubert M, Kessler R, Mussot S, Dromer C, Brugière O, Mornex JF,
Guillemain R, Claustre J, Magnan A, Brouard S; COLT and SysCLAD Consortia";Am J Transplant;01/01/19;31305014;7.163;false;true;false;false;1
366;"Tacrolimus- versus Sirolimus-based immunosuppression after simultaneous pancreas 
and kidney transplantation: 5 years results of a randomised trial";"Cantarovich D, Kervella D, Karam G, Dantal J, Blancho G, Giral M, Garandeau C,
Houzet A, Ville S, Branchereau J, Delbos F, Guillot-Gueguen C, Volteau C, Leroy
M, Renaudin K, Soulillou JP, Hourmant M.";Am J Transplant;01/01/20;32022990;7.163;true;true;false;true;1
367;Distinct peripheral blood molecular signature emerges with successful tacrolimus withdrawal in kidney transplant recipients;Cravedi P, Fribourg M, Zhang W, Yi Z, Zaslavsky E, Nudelman G, Anderson L, Hartzell S, Brouard S, Heeger PS;Am J Transplant;01/01/20;32459070;7.163;false;false;true;false;1
368;Cell Therapy for Parkinson's Disease: A Translational Approach to Assess the Role of Local andSystemic Immunosuppression;Aron Badin R, Vadori M, Vanhove B, Nerriere-Daguin V, Naveilhan P, Neveu I,Jan C, Lévèque X, Venturi E, Mermillod P, Van Camp N, Dollé F, Guillermier M,Denaro L, Manara R, Citton V, Simioni P, Zampieri P, D'avella D, Rubello D, FanteF, Boldrin M, De Benedictis GM, Cavicchioli L, Sgarabotto D, Plebani M, StefaniAL, Brachet P, Blancho G, Soulillou JP, Hantraye P, Cozzi E;Am J Transplant;01/01/16;26749114;7.163;false;false;true;true;1
369;Benefits of Using CD45RA and CD28 to Investigate CD8 Subsets in Kidney Transplant Recipients;Yap M, Tilly G, Giral M, Brouard S, Degauque N;Am J Transplant;01/01/16;26820487;7.163;false;true;false;false;1
370;Impact of Early BloodTransfusion After Kidney Transplantation on the Incidence of Donor-SpecificAnti-HLA Antibodies;Ferrandiz I, Congy-Jolivet N, Del Bello A, Debiol B, Trébern-Launay K,Esposito L, Milongo D, Dörr G, Rostaing L, Kamar N;Am J Transplant;01/01/16;26998676;7.163;false;false;false;false;1
371;The Leuven immunomodulatory protocol promotes T-regulatory cells and substantially prolongs survival after first intestinal transplantation;Ceulemans LJ, Braza F, Monbaliu D, Jochmans I, De Hertogh G, Du Plessis J,Emonds MP, Kitade H, Kawai M, Li Y, Xiangdong Z, Koshiba T, Sprangers B, Brouard S, Waer M, Pirenne J;Am J Transplant;01/01/16;27037650;7.163;false;false;true;false;1
