id_activity;year;id_type_com;id_choice_meeting;titleoral_com_poster;authors;meeting_name;date;location
296;2019;2;2;A Natural Language Algorithm Identifies Multiple Sclerosis Relapses from Clinical Notes With High Sensitivity;"Krishnakumar, Tanya; Chen, Chelsea; Damotte, Vincent; Schleimer, Erica; Santaniello, Adam; Gelfand, Jeffrey; Lizee, Antoine; Gourraud, Pierre-Antoine; Hollenbach, Jill; Bove, Riley";71st Annual Meeting of the American-Academy-of-Neurology (AAN);MAY 04-10, 2019;Philadelphia, PA
297;2019;2;2;Association study in African-admixed populations across the Americas recapitulates asthma risk loci in non-African populations;"Daya, Michelle; Rafaels, Nicholas M.; Brunetti, Tonya M.; Chavan, Sameer; Levin, Albert M.; Shetty, Aniket; Gignoux, Cristopher R.; Boorgula, Meher Preethi; Wojcik, Genevieve; Campbell, Monica; Vergara, Candelaria I.; Torgerson, Dara G.; Ortega, Victor E.; Doumatey, Ayo; Johnston, Henry R.; Acevedo, Nathalie; Araujo, Maria A.; Avila, Pedro C.; Belbin, Gillian; Bleecker, Eugene R.; Bustamante, Carlos; Caraballo, Luis; Cruz, Alvaro A.; Dunston, Georgia M.; Eng, Celeste; Faruque, Mezbah U.; Ferguson, Trevor S.; Figueiredo, Camila; Ford, Jean G.; Gan, Weiniu; Gourraud, Pierre-Antoine; Hansel, Nadia; Hernandez, Ryan D.; Herrera-Paz, Edwin P.; Jimenez, Silvia; Kenny, Eimear E.; Knight-Madden, Jennifer; Kumar, Rajesh; Lange, Leslie E.; Lange, Ethan M.; Lizee, Antoine; Maul, Pissamai; Maul, Trevor; Sirera, Alvaro J. Mayorga; Meyers, Deborah A.; Nicolae, Dan L.; O'Connor, Timothy D.; Oliveira, Ricardo R.; Olopade, Christopher O.; Olopade, Olufunmilayo; Qin, Zhaohui S.; Rotimi, Charles; Vince, Nicolas; Watson, Harold; Wilks, Rainford J.; Wilson, James G.; Salzberg, Steven; Ober, Carole; Burchard, Esteban G.; Williams, L. Keoki; Beaty, Terri H.; Taub, Margaret A.; Ruczinski, Ingo; Mathias, Rasika A.; Barnes, Kathleen C.";Annual Meeting of the American-Academy-of-Allergy-Asthma-and-Immunology (AAAAI);FEB 22-25, 2019;San Francisco, CA
298;2018;2;2;High-dimensional profiling of single memory CD8+T cells reveals a specific pattern in multiple sclerosis patients.;"Dugast, E.; Vogel, I.; Garcia, A.; Nicol, B.; Morille, J.; Jacq-Foucher, M.; Jousset, N.; Le Frere, F.; Wiertlewski, S.; Nicot, A.; Michel, L.; Berthelot, L.; Gourraud, P. -A.; Nataf, S.; Tarte, K.; Laplaud, D. -A.";34th Congress of the European-Committee-for-Treatment-and-Research-in-Multiple-Sclerosis (ECTRIMS);OCT 10-12, 2018;Berlin, GERMANY
299;2018;2;2;Novel multi-sensor algorithm captures subtle progression over one year in multiple sclerosis.;"Krysko, K. M.; Akhbardeh, A.; Arjona, J.; Nourbakhsh, B.; Waubant, E.; Gourraud, P. A.; Graves, J.";34th Congress of the European-Committee-for-Treatment-and-Research-in-Multiple-Sclerosis (ECTRIMS);OCT 10-12, 2018;Berlin, GERMANY
300;2018;2;2;Making precision medicine work at the bedside without a universal health record: the MS BioScreen experience;"Bove, R.; Schleimer, E.; Gourraud, P. -A.; Lizee, A.; VanLeeuwen, J.; Bruce, C.; Jones, J. B.; Rankin, K.; Sanders, S.; Stewart, W. F.; Hauser, S.";34th Congress of the European-Committee-for-Treatment-and-Research-in-Multiple-Sclerosis (ECTRIMS);OCT 10-12, 2018;Berlin, GERMANY
301;2018;2;2;A PRECISION MEDICINE APPLICATION: PERSONALIZED CONTEXTUALIZATION OF PATIENTS AFTER SOLID ORGAN TRANSPLANTATION;"Geffard, Estelle; Scherdel, Pauline; Limou, Sophie; Brouard, Sophie; Tissot, Adrien; Magnan, Antoine; Giral, Magali; Blancho, Gilles; Vince, Nicolas; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2018;Venice, ITALY
302;2018;2;1;APPLICATION OF EASY-HLA TO 2,260 SOLID ORGAN TRANSPLANT DONOR-RECIPIENT PAIRS FROM 2 COHORTS: STATISTICALLY UPGRADED HLA TYPING FOR RESEARCH USE;"Geffard, Estelle; Walencik, Alexandre; Limou, Sophie; Scherdel, Pauline; Tissot, Adrien; Blancho, Gilles; Giral, Magali; Magnan, Antoine; Cesbron, Anne; Vince, Nicolas; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2018;Venice, ITALY
303;2018;2;2;EPIGENOME-WIDE ASSOCIATION STUDY REVEALS IMMUNOGENETIC TARGETS OF DNA METHYLATION MODIFICATION BY HIV-1;"Hoang, Kevin; Nelson, George; Binns-Roemer, Elisabeth; Vince, Nicolas; Gourraud, Pierre-Antoine; Goedert, James J.; Winkler, Cheryl; Limou, Sophie";European-Federation-for-Immunogenetics Conference;2018;Venice, ITALY
304;2018;2;1;HLA-DRB1*09:01 IS ASSOCIATED WITH A SEVERE ASTHMA OUTCOME IN THE CONSORTIUM ON ASTHMA AMONG AFRICAN-ANCESTRY POPULATIONS IN THE AMERICAS (CAAPA);"Vince, Nicolas; Limou, Sophie; Daya, Michelle; Rafaels, Nicholas; Hollenbach, Jill; Lizee, Antoine; Geffard, Estelle; Walencik, Alexandre; Pino-Yanes, Maria; Salzberg, Steven; Kim, Daehwan; Watson, Harold; Lange, Leslie; Wilson, James; Beaty, Terri; Taub, Margaret; Ruczinski, Ingo; Mathias, Rasika; Barnes, Kathleen; Torgerson, Dara; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2018;Venice, ITALY
305;2018;2;2;EASYMATCH-R: THE VALIDATION OF A WEB APPLICATION FOR DONOR QUERY IN HAEMATOPOIETIC STEM CELL TRANSPLANTATION (HSCT);"Walencik, Alexandre; Geffard, Estelle; Limou, Sophie; Cesbron, Anne; Vince, Nicolas; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2018;Venice, ITALY
306;2018;2;2;SNP-HLA REFERENCE CONSORTIUM: HLA AND SNP DATA SHARING FOR PROMOTING HLA-CENTRIC ANALYSES IN GENOMICS;"Vince, Nicolas; Douillard, Venceslas; Geffard, Estelle; Limou, Sophie; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2018;Venice, ITALY
307;2018;2;2;Wearable Multi-Sensor Device Captures Limb Dysfunction and MS Progression;"Akhbardeh, Alireza; Arjona, Jennifer; Gourraud, Pierre-Antoine; Graves, Jennifer S.";ACTRIMS Forum;FEB 01-03, 2018;San Diego, CA
308;2017;2;2;Harnessing electronic medical records to advance research on multiple sclerosis;"Damotte, V.; Lizee, A.; Tremblay, M.; Agrawal, A.; Khankhanian, P.; Santaniello, A.; Gomez, R.; Lincoln, R.; Tang, W.; Chen, T.; Lee, N.; Villoslada, P.; Hollenbach, J.; Bevan, C.; Graves, J.; Bove, R.; Goodin, D.; Green, A. J.; Baranzini, S. E.; Cree, B.; Henry, R.; Hauser, S. L.; Gelfand, J. M.; Gourraud, P. -A.";7th Joint European-Committee-for-Treatment-and-Research-in-Multiple-Sclerosis (ECTRIMS)-Americas-Committee-for-Treatment-and-Research-in-Multiple-Sclerosis (ACTRIMS);OCT 25-28, 2017;Paris, FRANCE
309;2017;2;2;Continuous wrist-worn accelerometry captures change in average daily step count in people with multiple sclerosis over one year;"Block, V.; Bove, R.; Keshavan, A.; Zhao, C.; Bevan, C. J.; Crabtree-Hartman, E.; Graves, J. S.; Green, A. J.; Garcha, P.; Gourraud, P. -A.; Pletcher, M. J.; Olgin, J. E.; Marcus, G. M.; Allen, D. D.; Cree, B. A. C.; Gelfand, J. M.";7th Joint European-Committee-for-Treatment-and-Research-in-Multiple-Sclerosis (ECTRIMS)-Americas-Committee-for-Treatment-and-Research-in-Multiple-Sclerosis (ACTRIMS);OCT 25-28, 2017;Paris, FRANCE
310;2017;2;2;Gene-expression analysis of blood memory CD8(+)T cells at the single-cell level reveals a specific pattern of clonally expanded cells in multiple sclerosis patients;"Dugast, E.; Vogel, I.; Garcia, A.; Nicol, B.; Morille, J.; Jacq-Foucher, M.; Jousset, N.; Le Frere, F.; Wiertlewski, S.; Tarte, K.; Nicot, A.; Michel, L.; Berthelot, L.; Gourraud, P. -A.; Laplaud, D. -A.";7th Joint European-Committee-for-Treatment-and-Research-in-Multiple-Sclerosis (ECTRIMS)-Americas-Committee-for-Treatment-and-Research-in-Multiple-Sclerosis (ACTRIMS);OCT 25-28, 2017;Paris, FRANCE
311;2017;2;2;CD161 intermediate expression defines a novel activated, inflammatory and pathogenic subset of CD8(+) T cells involved in multiple sclerosis;"Nicol, B.; Salou, M.; Vogel, I.; Garcia, A.; Dugast, E.; Morille, J.; Killens, S.; Charpentier, E.; Donnant, A.; Nedellec, S.; Jacq-Foucher, M.; Le Frere, F.; Wiertlewski, S.; Bourreille, A.; Brouard, S.; Michel, L.; David, L.; Gourraud, P-A.; Degauque, N.; Nicot, A.; Berthelot, L.; Laplaud, D. A.";7th Joint European-Committee-for-Treatment-and-Research-in-Multiple-Sclerosis (ECTRIMS)-Americas-Committee-for-Treatment-and-Research-in-Multiple-Sclerosis (ACTRIMS);OCT 25-28, 2017;Paris, FRANCE
312;2017;2;1;EASY-HLA: A PACKAGE OF APPLICATIONS TO REVEAL THE FULL DETAILS OF HLA TYPING;"Walencik, Alexandre; Geffard, Estelle; Vince, Nicolas; Garnier, Federico; Cesbron, Anne; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2017;Mannheim, GERMANY
313;2017;2;1;PREDICTING DISEASE COURSE FOR MULTIPLE SCLEROSIS PATIENTS: MACHINE LEARNING APPROACHES;"Lizee, Antoine M.; Shihao, Rex; Bove, Riley; Baranzini, Sergio E.; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2017;Mannheim, GERMANY
314;2017;2;2;HLA AND ASTHMA IN THE CONSORTIUM ON ASTHMA AMONG AFRICAN-ANCESTRY POPULATIONS IN THE AMERICAS (CAAPA);"Vince, Nicolas; Daya, Michelle; Hollenbach, Jill A.; Lizee, Antoine M.; Pino-Yanes, Maria; Salzberg, Steven; Kim, Daehwan; Beaty, Terri; Taub, Margaret; Ruczinski, Ingo; Mathias, Rasika; Rafaels, Nicholas; Barnes, Kathleen; Torgerson, Dara; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2017;Mannheim, GERMANY
315;2017;2;1;FERRET: A USER-FRIENDLY TOOL TO EXTRACT DATA FROM THE 1000 GENOMES PROJECT;"Limou, Sophie; Taverner, Andrew; Vince, Nicolas; Gourraud, Pierre-Antoine; Winkler, Cheryl";European-Federation-for-Immunogenetics Conference;2017;Mannheim, GERMANY
316;2017;2;2;THE KIDNEY TRANSPLANTATION APPLICATION (KITAPP): A VISUALIZATION AND CONTEXTUALIZATION TOOL IN A KIDNEY GRAFT PATIENT COHORT;"Herve, Corentin; Vince, Nicolas; Brouard, Sophie; Giral, Magali; Limou, Sophie; Blancho, Gilles; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2017;Mannheim, GERMANY
317;2017;2;2;SNP-HLA REFERENCE CONSORTIUM: HLA AND SNP DATA SHARING FOR PROMOTING HLA CENTRIC ANALYZES IN GENOMICS;"Vince, Nicolas; Limou, Sophie; Walencik, Alexandre; Cesbron, Anne; Geffard, Estelle; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2017;Mannheim, GERMANY
318;2017;2;2;Continuous Daily Assessment Of Multiple Sclerosis Disability Using Remote Step Count Monitoring;"Block, Valerie A.; Lizee, Antoine; Crabtree-Hartmann, Elizabeth; Bevan, Carolyn; Graves, Jennifer S.; Bove, Riley; Green, Ari; Nourbakhsh, Bardia; Tremblay, Matthew; Gourraud, Pierre-Antoine; Pletcher, Mark; Olgin, Jeffrey; Marcus, Gregory M.; Allen, Diane D.; Cree, Bruce A. C.; Gelfand, Jeffrey";Forum of the Americas-Committee-for-Treatment-and-Research-in-Multiple-Sclerosis (ACTRIMS);FEB 23-25, 2017;Orlando, FL
319;2017;2;2;HLA COMPONENT OF THE CONSORTIUM ON ASTHMA AMONG AFRICAN-ANCESTRY POPULATIONS IN THE AMERICAS (CAAPA);"Vince, Nicolas; Daya, Michelle; Hollenbach, Jill; Lizee, Antoine; Barnes, Kathleen; Torgerson, Dara; Gourraud, Pierre-Antoine";43rd Annual Meeting of the American-Society-for-Histocompatibility-and-Immunogenetics;SEP 11-15, 2017;San Francisco, CA
320;2017;2;2;SNP-HLA REFERENCE CONSORTIUM: HLA AND SNP DATA SHARING FOR PROMOTING HLA CENTRIC ANALYSES IN GENOMICS;"Vince, Nicolas; Walencik, Alexandre; Geffard, Estelle; Limou, Sophie; Gautier, Anne Cesbron; Gourraud, Pierre -Antoine";43rd Annual Meeting of the American-Society-for-Histocompatibility-and-Immunogenetics;SEP 11-15, 2017;San Francisco, CA
321;2017;2;2;EASY-HLA: A SUITE OF SOFTWARE USING HAPLOTYPES TO HANDLE HLA TYPING DATA;"Walencik, Alexandre; Vince, Nicolas; Garnier, Federico; Gautier, Anne Cesbron; Gourraud, Pierre-Antoine";43rd Annual Meeting of the American-Society-for-Histocompatibility-and-Immunogenetics;SEP 11-15, 2017;San Francisco, CA
322;2017;2;2;THE KIDNEY TRANSPLANTATION APPLICATION (KITAPP): A VISUALIZATION AND CONTEXTUALIZATION TOOL IN A KIDNEY GRAFT PATIENTS' COHORT;"Herve, Corentin; Vince, Nicolas; Brouard, Sophie; Giral, Magali; Blancho, Gilles; Gourraud, Pierre-Antoine";43rd Annual Meeting of the American-Society-for-Histocompatibility-and-Immunogenetics;SEP 11-15, 2017;San Francisco, CA
323;2016;2;2;The HLA-haplotype (DRB1*1501/DQB1*0602) is not primarily responsible for its apparent association with MS;"Goodin, Douglas; Khankhanian, Pouya; Gourraud, Pierre-Antoine; Lizee, Antoine";68th Annual Meeting of the American-Academy-of-Neurology (AAN);APR 15-21, 2016;Vancouver, CANADA
324;2016;2;1;EASYMATCH INTERNATIONAL: A WEB-BASED TOOL TO EVALUATE THE PROBABILITY OF FINDING SUITABLE SOURCE OF HEMATOPOIETIC STEM CELLS;"Walencik, Alexandre; Vuillamy, Julien; Gallois, Apolline; Clement, Celine; Balere, Marie-Lorraine; Baouz, Amar; Loiseau, Pascale; Dormoy, Anne; Marry, Evelyne; Garnier, Federico; Roux, Olivier; Cesbron, Anne; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2018;Kos, GREECE
325;2016;2;2;ACCOUNTING FOR HIGH RESOLUTION HLA HAPLOTYPE LIMITATIONS IN STATISTICAL REDUCTION OF HLA TYPING AND HSCT STRATEGIES;"Pappas, Derek; Muet, Alice; Walencik, Alexandre; Lizee, Antoine M.; Hollenbach, Jill A.; Cesbron, Anne; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2018;Kos, GREECE
326;2016;2;2;TOPOLOGICAL DATA ANALYSIS: AN EMERGING METHOD TO ANALYSE HAPLOTYPE-BASED LIKELIHOODS OF FINDING A 10/10 MATCHED DONOR FOR HLA KNOWN PATIENTS;"Walencik, Alexandre; Balere, Marie-Lorraine; Faucher, Catherine; Loiseau, Pascale; Dormoy, Anne; Marry, Evelyne; Garnier, Federico; Ramanan, Devi; Cesbron, Anne; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2018;Kos, GREECE
327;2016;2;2;HARNESSING THE POWER OF ELECTRONIC MEDICAL RECORDS TO STREAMLINE RESEARCH IN MULTIPLE SCLEROSIS FOR AN ACADEMIC MEDICAL CENTER IN USA;"Damotte, Vincent; Lizee, Antoine M.; Lee, Nelson; Tang, Wendy; Khankhanian, Pouya; Agrawal, Alisha; Cree, Bruce; Henry, Roland; Tremblay, Matthew; Hauser, Steven; Gelfand, Jeffrey; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2018;Kos, GREECE
328;2016;2;2;PREDICTING DISEASE COURSE FOR MULTIPLE SCLEROSIS PATIENTS: MACHINE LEARNING APPROACHES;"Lizee, Antoine M.; Ren, Shihao R.; Baranzini, Sergio E.; Gourraud, Pierre-Antoine";European-Federation-for-Immunogenetics Conference;2018;Kos, GREECE
329;2015;2;2;Genome-wide Association Study for Multiple Sclerosis and Neuromyelitis Optica in the Japanese Population;"Matsushita, T.; Sato, S.; Yamamoto, K.; Madireddy, L.; Gourraud, P.; Baranzini, S.; Oksenberg, J.; Kira, J.";6th Joint European-Committee-for-Treatment-and-Research-in-Multiple-Sclerosis (ECTRIMS)-Americas-Committee-for-Treatment-and-Research-in-Multiple-Sclerosis (ACTRIMS);June 24-27, 2015;San Diego, CA
330;2015;2;2;KIR3DL1/HLA-BW4 IS PROTECTIVE AGAINST MULTIPLE SCLEROSIS IN AFRICAN AMERICANS;"Hollenbach, Jill; Gourraud, Pierre-Antoine; Pando, Marcelo; Caillier, Stacy; More, Jayaji; Maiers, Martin; Spellman, Stephen; Cereb, Nezih; Yang, Soo Young; Hauser, Stephen; Oksenberg, Jorge";European-Federation-for-Immunogenetics Conference;APR 26-29, 2015;Geneva, SWITZERLAND
331;2019;2;1;Alternative splicing profiling of AIRE-induced genes reveals a hole in the antigenic self-peptide repertoire expressed in the thymus;Padonou F, Gonzalez V, Jmari N, Saare M, Peterson P, Irla M, Giraud M;ThymE (T cell and thymus biology);May 19-24, 2019;Rehovot, Israel
332;2019;2;1;Alternative splicing profiling of AIRE-induced genes reveals a hole in the antigenic self-peptide repertoire expressed in the thymus;Padonou F, Gonzalez V, Jmari N, Saare M, Peterson P, Irla M, Giraud M;IUIS 2019 (17th International Congress of Immunology);Oct 19-23, 2019;Beijing, China
333;2019;2;2;Alternative splicing profiling of AIRE-induced genes reveals a hole in the antigenic self-peptide repertoire expressed in the thymus;Padonou F, Gonzalez V, Jmari N, Saare M, Peterson P, Irla M, Giraud M;SFI 2019;November 12-14, 2019;Nantes, France
334;2019;1;1;scATAC-seq of thymic epithelial cells reveals unrecognized factors involved in the unique capacity of these cells to express the self.;Matthieu Giraud;Empowering Medical Research with Single-Cell RNA Sequencing;12-déc.-19;Nantes, France
335;2019;2;1;Anti-CD45RC in GVHD;Carole Guillonneau;TTS 2020;13-16 september;Virtual
336;2018;2;1;Anti-CD45RC in APECED;Carole Guillonneau;ThymOZ conference;mars-18;Heron Island, Australia
337;2017;2;1;CD8 Tregs as cell therapy;Carole Guillonneau;15rd Transplantation Science Symposium;;Victoria, Canada
338;2016;2;1;CD8 Tregs as cell therapy;Carole Guillonneau;16th Annual Meeting of the Federation of Clinical Immunology Societies (FOCIS);June 21-25 2016;Boston, USA
339;2015;2;1;CD8 Tregs as cell therapy;Carole Guillonneau;17th Congress of the European Society for Organ Transplantation (ESOT);September 13-16, 2015;Brussels, Belgium
340;2019;2;2;CD8 Tregs as cell therapy;Carole Guillonneau;17th International Congress of Immunology;oct.-19;Pekin, China
341;2017;2;2;CD8 Tregs as cell therapy;Carole Guillonneau;17th Annual Meeting of the Federation of Clinical Immunology Societies (FOCIS);June 14-17, 2017;Chicago, USA
342;2015;2;2;CD8 Tregs as cell therapy;Carole Guillonneau;European Congress of Immunology;September 6-9, 2015;Vienna, Austria
343;2019;2;2;Anti-CD45RC in GVHD;Carole Guillonneau;17th International Congress of Immunology;oct.-19;Pekin, China
344;2019;2;2;IL34, a Treg cytokine;Carole Guillonneau;17th International Congress of Immunology;oct.-19;Pekin, China
345;2015;2;1;Interleukin-34, a new role in regulatory T cell immunoregulation and transplant tolerance;Séverine Bézie, Elodie Picarda, Laurent Tesson, Claire Usal, Ignacio Anegon and Carole Guillonneau;ESOT;13-16 sept 2015;Bruxelles
346;2015;2;2;Interleukin-34, a new Treg specific cytokine mediator of transplant tolerance;"Séverine Bézie, Elodie Picarda, Jason Ossart, Laurent Tesson, Claire Usal, Karine Renaudin,
Ignacio Anegon and Carole Guillonneau";ECI;6-9 sept 2015;Viennes
347;2016;2;1;Interleukin-34 is a Treg-specific cytokine and mediates transplant tolerance;S. Bezie, A. Freuchet, V. Daguin, C. Usal, I. Anegon, C. Guillonneau;TTS;18-23 august 2016;Hong Kong
348;2015;2;1;"CD8+CD45RClow T regulatory cells: a promising cellbased
therapy to induce immune tolerance";S. Bézie, L. Boucault, V. Daguin, I. Anegon, C. Guillonneau;ECI;6-9 sept 2015;Viennes
349;2015;2;1;Role for a new cytokine in T cells immunoregulation and transplant tolerance;Séverine Bézie, Elodie Picarda, Laurent Tesson, Claire Usal, Ignacio Anegon and Carole Guillonneau;ESOT;13-16 sept 2015;Bruxelles
350;2016;1;1;A new population of IFNg+IL10+IL34+ secreting human CD8+CD45RClow Tregs efficiently inhibits anti-donor immune response;S. Bezie, L. Boucault, V. Daguin, I. Anegon, C. Guillonneau;Labex Igo;21-22 april 2016;Nantes
351;2017;2;2;MHC-II derived donor antigens-specific human CD8+ Tregs secretes IFNgamma, IL-10, IL-34 and TGFbeta to inhibit human transplant rejection;S. Bezie, L. Boucault, D. Meistermann, V. Daguin, E. Autrusseau, Frédérique Bellier-Waast, Franck Duteille, I. Anegon, C. Guillonneau;FOCIS;14-17 june 2017;Chicago
352;2018;2;1;Rapamycin-based expansion of natural CD8+Tregs for cell therapy.;S. Bezie, V. Daguin, Frédérique Bellier-Waast, Franck Duteille, I. Anegon, C. Guillonneau;TTS;30 june - 5 jul 2018;Madrid
353;2018;1;2;Expansion of natural CD8+Tregs for cell therapy;Séverine Bézie, Dimitri Meistermann, Laetitia Boucault, Stéphanie Kilens, Johanna Zoppi, Elodie Autrusseau, Audrey Donnart, Véronique Nerrière-Daguin, Frédérique Bellier-Waast, Eric Charpentier, Franck Duteille, Laurent David, Ignacio Anegon and Carole Guillonneau;Labex Igo;17-18 april 2018;Nantes
354;2016;1;2;Human IFNg/IL10-secreting CD8+CD45RClow regulatory T cells are functionally altered in multiple sclerosis.;Séverine Bézie, Bryan Nicol, Alexandra Garcia, David A. Laplaud and Carole Guillonneau;ARSEP;27-mai-16;Paris
355;2017;2;1;Transient anti-CD45RC mAb treatment induces specific transplant tolerance through potentiation of Tregs;Séverine Bézie, Elodie Picarda, Laetitia Boucault, Elodie Autrusseau, Stéphanie Kilens, Dimitri Meistermann, Bernard Martinet, Véronique Daguin, Audrey Donnart, Eric Charpentier, Laurent David, Ignacio Anegon and Carole Guillonneau;TSS;24-26 may 2017;Victoria
356;2018;2;1;Cell therapy with engineered HLA-A2 specific CAR-CD8+Tregs to avoid transplant rejection;S. Bezie, N. Vimond, V. Daguin, Frédérique Bellier-Waast, Franck Duteille, B. Charreau, I. Anegon, C. Guillonneau;ICLE;13-15 sept 2018;Madrid
357;2019;2;2;Human CD8+ Treg expressing a MHC-specific chimeric antigen receptor display enhanced suppression of human skin rejection and GVHD in NSG mice.;Séverine Bézie, Béatrice Charreau, Nadège Vimond, Juliette Lasselin, Nathalie Gérard, Véronique Nerrière-Daguin, Frédérique Bellier-Waast, Franck Duteille, Ignacio Anegon and Carole Guillonneau;ThymE;19-24 may 2019;Jerusalem
358;2018;1;2;Cell therapy with engineered HLA-A*02 specific CAR-CD8+Tregs to avoid transplant rejection.;Séverine Bézie, Béatrice Charreau, Nadège Vimond, Juliette Lasselin, Nathalie Gérard, Véronique Nerrière-Daguin, Frédérique Bellier-Waast, Franck Duteille, Ignacio Anegon and Carole Guillonneau;Bioregate;12-14 dec 2018;Nantes
359;2019;1;1;Cell therapy with engineered HLA-A*02 specific CAR-CD8+Tregs to avoid transplant rejection.;Séverine Bézie, Béatrice Charreau, Nadège Vimond, Juliette Lasselin, Nathalie Gérard, Véronique Nerrière-Daguin, Frédérique Bellier-Waast, Franck Duteille, Ignacio Anegon and Carole Guillonneau;IntraLabex;17-déc.-19;Nantes
360;2019;1;1;Human CD8+ Treg expressing a MHC-specific chimeric antigen receptor display enhanced suppression of human skin rejection and GVHD in NSG mice.;Séverine Bézie, Béatrice Charreau, Nadège Vimond, Juliette Lasselin, Nathalie Gérard, Véronique Nerrière-Daguin, Frédérique Bellier-Waast, Franck Duteille, Ignacio Anegon and Carole Guillonneau;SFI;12-14 nov 2019;Nantes
361;2017;1;1;Interleukin-34 as a promising regulatory cytokine mediating transplant tolerance through Tregs;A. Freuchet, S. Bezie, V. Daguin, C. Usal, M. Giral, S. Maury, I. Anegon, C. Guillonneau;NAT 21th;06/01/2017;Nantes, France
362;2017;1;1;Interleukin-34 as a promising regulatory cytokine mediating transplant tolerance through Tregs;A. Freuchet, S. Bezie, S. Maury, C. Usal, V. Daguin, M. Giral, I. Anegon, C. Guillonneau;SFT;12-15/12/2017;La Rochelle, France
363;2018;1;1;Interleukin-34 contributes to regulatory T cell suppression and delays transplantation rejection;Freuchet A., Bézie S., Usal C., Daguin V., Guillonneau C. and Anegon I.;3rd IGO meeting;17/04/2018;Nantes, France
364;2018;2;1;Interleukin-34 contributes to FoxP3+ Treg suppressive function and inhibits allogeneic immune responses;Freuchet A., Bézie S., Usal C., Daguin V., Guillonneau C. and Anegon I.;5th ECI;09/03/2018;Amsterdam, NL
365;2019;1;2;Interleukin-34 contributes to FoxP3+ Treg suppressive function and inhibits allogeneic immune responses;Freuchet A., Bézie S., Salama A., Remy S., Tesson L., Colonna M., Anegon I. and Guillonneau C.;SFI;12-14/09/2019;Nantes, France
366;2016;;2;Differentiation of hiPSC into HSC cells: a gateway to generate engineered immune cells;L. Flippe, A. Gaignerie, L. David, C. Guillonneau.;21ème congrès NAT;06/09/2016;Nantes, France
367;2018;;1;Generation of CD8+ and CD4+ regulatory T cells from human pluripotent stem cells;L. Flippe, A. Gaignerie , S.Bezie, L. David, C.Guillonneau ;ThymOz 8;24/03/2018;Heron Island, Australia
368;2018;;1;Generation of CD8+ and CD4+ regulatory T cells from human pluripotent stem cells;L. Flippe, A. Gaignerie , S.Bezie, L. David, C.Guillonneau ;3rd edition of LABEX IGO Meeting;18/04/2018;Nantes, France
369;2018;;1;Generation of CD8+ and CD4+ regulatory T cells from human pluripotent stem cells;L. Flippe, A. Gaignerie , S.Bezie, L. David, C.Guillonneau ;Bioregate European Regenerative Medecine Forum;14/12/2018;Nantes, France
370;2018;1;1;Single Cell transcriptome analysis of CD8CD45RClow regulatory T cells;L. Flippe, C. Serazin, L. David, C. Guillonneau ;Journée sur le thème « Single Cell » Biogenouest;17/12/2018;Nantes, France
371;2019;;1;Generation of CD8+ and CD4+ regulatory T cells from human pluripotent stem cells;L. Flippe, A. Gaignerie , S.Bezie, L. David, C.Guillonneau ;Developmental and Cell Biology of the Future;28/03/2019;Paris, France
372;2019;;1;Generation of CD8+ and CD4+ regulatory T cells from human pluripotent stem cells;L. Flippe A. Gaignerie , S.Bezie, Ignacio Anegon,L. David, C.Guillonneau;FOCIS 2019;19/06/2019;Boston, USA
373;2019;;2;Generation of CD8+ and CD4+ regulatory T cells from human pluripotent stem cells;L. Flippe A. Gaignerie , S.Bezie, Ignacio Anegon,L. David, C.Guillonneau;FOCIS 2019;19/06/2019;Boston, USA
374;2019;1;1;Single cell transcriptomic analysis for a better understanding of heterogeneity in human CD8 regulatory T cells;Céline Sérazin, Léa Flippe, Dimitri Meistermann, Séverine Bézie, Laurent David, Carole Guillonneau;JOBIM (Journées Ouvertes Biologie, Informatique et Mathématiques);07/03/2019;Nantes, France
375;2019;1;2;Single cell transcriptomic analysis for a better understanding of heterogeneity in human CD8 regulatory T cells;Céline Sérazin, Léa Flippe, Dimitri Meistermann, Séverine Bézie, Laurent David, Carole Guillonneau;Congrès annuel de la Société Française d'Immunologie (SFI);11/12/2019;Nantes, France
